code,Year,Month,Day,Hour,Temp
2020_6_28_10,2020,6,28,10,NA
2020_6_28_11,2020,6,28,11,16.332
2020_6_28_12,2020,6,28,12,NA
2020_6_28_13,2020,6,28,13,17.094
2020_6_28_14,2020,6,28,14,NA
2020_6_28_15,2020,6,28,15,17.475
2020_6_28_16,2020,6,28,16,NA
2020_6_28_17,2020,6,28,17,17.284
2020_6_28_18,2020,6,28,18,NA
2020_6_28_19,2020,6,28,19,16.903
2020_6_28_20,2020,6,28,20,NA
2020_6_28_21,2020,6,28,21,16.427
2020_6_28_22,2020,6,28,22,NA
2020_6_28_23,2020,6,28,23,15.855
2020_6_29_0,2020,6,29,0,NA
2020_6_29_1,2020,6,29,1,15.187
2020_6_29_2,2020,6,29,2,NA
2020_6_29_3,2020,6,29,3,14.613
2020_6_29_4,2020,6,29,4,NA
2020_6_29_5,2020,6,29,5,14.23
2020_6_29_6,2020,6,29,6,NA
2020_6_29_7,2020,6,29,7,14.23
2020_6_29_8,2020,6,29,8,NA
2020_6_29_9,2020,6,29,9,14.325
2020_6_29_10,2020,6,29,10,NA
2020_6_29_11,2020,6,29,11,14.804
2020_6_29_12,2020,6,29,12,NA
2020_6_29_13,2020,6,29,13,15.282
2020_6_29_14,2020,6,29,14,NA
2020_6_29_15,2020,6,29,15,16.427
2020_6_29_16,2020,6,29,16,NA
2020_6_29_17,2020,6,29,17,17.189
2020_6_29_18,2020,6,29,18,NA
2020_6_29_19,2020,6,29,19,16.903
2020_6_29_20,2020,6,29,20,NA
2020_6_29_21,2020,6,29,21,16.427
2020_6_29_22,2020,6,29,22,NA
2020_6_29_23,2020,6,29,23,15.664
2020_6_30_0,2020,6,30,0,NA
2020_6_30_1,2020,6,30,1,15.091
2020_6_30_2,2020,6,30,2,NA
2020_6_30_3,2020,6,30,3,14.517
2020_6_30_4,2020,6,30,4,NA
2020_6_30_5,2020,6,30,5,14.134
2020_6_30_6,2020,6,30,6,NA
2020_6_30_7,2020,6,30,7,13.942
2020_6_30_8,2020,6,30,8,NA
2020_6_30_9,2020,6,30,9,14.134
2020_6_30_10,2020,6,30,10,NA
2020_6_30_11,2020,6,30,11,14.709
2020_6_30_12,2020,6,30,12,NA
2020_6_30_13,2020,6,30,13,14.996
2020_6_30_14,2020,6,30,14,NA
2020_6_30_15,2020,6,30,15,15.187
2020_6_30_16,2020,6,30,16,NA
2020_6_30_17,2020,6,30,17,15.569
2020_6_30_18,2020,6,30,18,NA
2020_6_30_19,2020,6,30,19,15.855
2020_6_30_20,2020,6,30,20,NA
2020_6_30_21,2020,6,30,21,15.569
2020_6_30_22,2020,6,30,22,NA
2020_6_30_23,2020,6,30,23,15.091
2020_7_1_0,2020,7,1,0,NA
2020_7_1_1,2020,7,1,1,14.804
2020_7_1_2,2020,7,1,2,NA
2020_7_1_3,2020,7,1,3,14.325
2020_7_1_4,2020,7,1,4,NA
2020_7_1_5,2020,7,1,5,13.846
2020_7_1_6,2020,7,1,6,NA
2020_7_1_7,2020,7,1,7,13.654
2020_7_1_8,2020,7,1,8,NA
2020_7_1_9,2020,7,1,9,14.038
2020_7_1_10,2020,7,1,10,NA
2020_7_1_11,2020,7,1,11,14.9
2020_7_1_12,2020,7,1,12,NA
2020_7_1_13,2020,7,1,13,16.523
2020_7_1_14,2020,7,1,14,NA
2020_7_1_15,2020,7,1,15,17.57
2020_7_1_16,2020,7,1,16,NA
2020_7_1_17,2020,7,1,17,18.426
2020_7_1_18,2020,7,1,18,NA
2020_7_1_19,2020,7,1,19,18.521
2020_7_1_20,2020,7,1,20,NA
2020_7_1_21,2020,7,1,21,18.045
2020_7_1_22,2020,7,1,22,NA
2020_7_1_23,2020,7,1,23,17.284
2020_7_2_0,2020,7,2,0,NA
2020_7_2_1,2020,7,2,1,16.903
2020_7_2_2,2020,7,2,2,NA
2020_7_2_3,2020,7,2,3,16.332
2020_7_2_4,2020,7,2,4,NA
2020_7_2_5,2020,7,2,5,15.951
2020_7_2_6,2020,7,2,6,NA
2020_7_2_7,2020,7,2,7,15.664
2020_7_2_8,2020,7,2,8,NA
2020_7_2_9,2020,7,2,9,15.76
2020_7_2_10,2020,7,2,10,NA
2020_7_2_11,2020,7,2,11,16.332
2020_7_2_12,2020,7,2,12,NA
2020_7_2_13,2020,7,2,13,16.903
2020_7_2_14,2020,7,2,14,NA
2020_7_2_15,2020,7,2,15,18.045
2020_7_2_16,2020,7,2,16,NA
2020_7_2_17,2020,7,2,17,18.331
2020_7_2_18,2020,7,2,18,NA
2020_7_2_19,2020,7,2,19,17.95
2020_7_2_20,2020,7,2,20,NA
2020_7_2_21,2020,7,2,21,17.57
2020_7_2_22,2020,7,2,22,NA
2020_7_2_23,2020,7,2,23,16.713
2020_7_3_0,2020,7,3,0,NA
2020_7_3_1,2020,7,3,1,16.141
2020_7_3_2,2020,7,3,2,NA
2020_7_3_3,2020,7,3,3,15.378
2020_7_3_4,2020,7,3,4,NA
2020_7_3_5,2020,7,3,5,14.709
2020_7_3_6,2020,7,3,6,NA
2020_7_3_7,2020,7,3,7,14.23
2020_7_3_8,2020,7,3,8,NA
2020_7_3_9,2020,7,3,9,14.421
2020_7_3_10,2020,7,3,10,NA
2020_7_3_11,2020,7,3,11,15.091
2020_7_3_12,2020,7,3,12,NA
2020_7_3_13,2020,7,3,13,16.141
2020_7_3_14,2020,7,3,14,NA
2020_7_3_15,2020,7,3,15,16.713
2020_7_3_16,2020,7,3,16,NA
2020_7_3_17,2020,7,3,17,17.094
2020_7_3_18,2020,7,3,18,NA
2020_7_3_19,2020,7,3,19,17.094
2020_7_3_20,2020,7,3,20,NA
2020_7_3_21,2020,7,3,21,16.713
2020_7_3_22,2020,7,3,22,NA
2020_7_3_23,2020,7,3,23,15.951
2020_7_4_0,2020,7,4,0,NA
2020_7_4_1,2020,7,4,1,15.378
2020_7_4_2,2020,7,4,2,NA
2020_7_4_3,2020,7,4,3,14.613
2020_7_4_4,2020,7,4,4,NA
2020_7_4_5,2020,7,4,5,14.038
2020_7_4_6,2020,7,4,6,NA
2020_7_4_7,2020,7,4,7,13.654
2020_7_4_8,2020,7,4,8,NA
2020_7_4_9,2020,7,4,9,13.942
2020_7_4_10,2020,7,4,10,NA
2020_7_4_11,2020,7,4,11,14.804
2020_7_4_12,2020,7,4,12,NA
2020_7_4_13,2020,7,4,13,16.141
2020_7_4_14,2020,7,4,14,NA
2020_7_4_15,2020,7,4,15,17.284
2020_7_4_16,2020,7,4,16,NA
2020_7_4_17,2020,7,4,17,17.76
2020_7_4_18,2020,7,4,18,NA
2020_7_4_19,2020,7,4,19,17.57
2020_7_4_20,2020,7,4,20,NA
2020_7_4_21,2020,7,4,21,17.284
2020_7_4_22,2020,7,4,22,NA
2020_7_4_23,2020,7,4,23,16.999
2020_7_5_0,2020,7,5,0,NA
2020_7_5_1,2020,7,5,1,16.618
2020_7_5_2,2020,7,5,2,NA
2020_7_5_3,2020,7,5,3,16.332
2020_7_5_4,2020,7,5,4,NA
2020_7_5_5,2020,7,5,5,16.141
2020_7_5_6,2020,7,5,6,NA
2020_7_5_7,2020,7,5,7,15.951
2020_7_5_8,2020,7,5,8,NA
2020_7_5_9,2020,7,5,9,15.951
2020_7_5_10,2020,7,5,10,NA
2020_7_5_11,2020,7,5,11,16.046
2020_7_5_12,2020,7,5,12,NA
2020_7_5_13,2020,7,5,13,16.523
2020_7_5_14,2020,7,5,14,NA
2020_7_5_15,2020,7,5,15,17.379
2020_7_5_16,2020,7,5,16,NA
2020_7_5_17,2020,7,5,17,18.236
2020_7_5_18,2020,7,5,18,NA
2020_7_5_19,2020,7,5,19,18.236
2020_7_5_20,2020,7,5,20,NA
2020_7_5_21,2020,7,5,21,17.95
2020_7_5_22,2020,7,5,22,NA
2020_7_5_23,2020,7,5,23,17.665
2020_7_6_0,2020,7,6,0,NA
2020_7_6_1,2020,7,6,1,17.284
2020_7_6_2,2020,7,6,2,NA
2020_7_6_3,2020,7,6,3,16.999
2020_7_6_4,2020,7,6,4,NA
2020_7_6_5,2020,7,6,5,16.618
2020_7_6_6,2020,7,6,6,NA
2020_7_6_7,2020,7,6,7,15.855
2020_7_6_8,2020,7,6,8,NA
2020_7_6_9,2020,7,6,9,15.378
2020_7_6_10,2020,7,6,10,NA
2020_7_6_11,2020,7,6,11,15.473
2020_7_6_12,2020,7,6,12,NA
2020_7_6_13,2020,7,6,13,16.046
2020_7_6_14,2020,7,6,14,NA
2020_7_6_15,2020,7,6,15,16.332
2020_7_6_16,2020,7,6,16,NA
2020_7_6_17,2020,7,6,17,16.523
2020_7_6_18,2020,7,6,18,NA
2020_7_6_19,2020,7,6,19,16.046
2020_7_6_20,2020,7,6,20,NA
2020_7_6_21,2020,7,6,21,15.378
2020_7_6_22,2020,7,6,22,NA
2020_7_6_23,2020,7,6,23,14.804
2020_7_7_0,2020,7,7,0,NA
2020_7_7_1,2020,7,7,1,14.23
2020_7_7_2,2020,7,7,2,NA
2020_7_7_3,2020,7,7,3,13.558
2020_7_7_4,2020,7,7,4,NA
2020_7_7_5,2020,7,7,5,12.98
2020_7_7_6,2020,7,7,6,NA
2020_7_7_7,2020,7,7,7,12.497
2020_7_7_8,2020,7,7,8,NA
2020_7_7_9,2020,7,7,9,12.98
2020_7_7_10,2020,7,7,10,NA
2020_7_7_11,2020,7,7,11,13.75
2020_7_7_12,2020,7,7,12,NA
2020_7_7_13,2020,7,7,13,14.996
2020_7_7_14,2020,7,7,14,NA
2020_7_7_15,2020,7,7,15,15.664
2020_7_7_16,2020,7,7,16,NA
2020_7_7_17,2020,7,7,17,16.141
2020_7_7_18,2020,7,7,18,NA
2020_7_7_19,2020,7,7,19,16.141
2020_7_7_20,2020,7,7,20,NA
2020_7_7_21,2020,7,7,21,15.76
2020_7_7_22,2020,7,7,22,NA
2020_7_7_23,2020,7,7,23,15.282
2020_7_8_0,2020,7,8,0,NA
2020_7_8_1,2020,7,8,1,14.613
2020_7_8_2,2020,7,8,2,NA
2020_7_8_3,2020,7,8,3,14.23
2020_7_8_4,2020,7,8,4,NA
2020_7_8_5,2020,7,8,5,14.038
2020_7_8_6,2020,7,8,6,NA
2020_7_8_7,2020,7,8,7,13.942
2020_7_8_8,2020,7,8,8,NA
2020_7_8_9,2020,7,8,9,13.942
2020_7_8_10,2020,7,8,10,NA
2020_7_8_11,2020,7,8,11,14.134
2020_7_8_12,2020,7,8,12,NA
2020_7_8_13,2020,7,8,13,14.325
2020_7_8_14,2020,7,8,14,NA
2020_7_8_15,2020,7,8,15,14.421
2020_7_8_16,2020,7,8,16,NA
2020_7_8_17,2020,7,8,17,14.517
2020_7_8_18,2020,7,8,18,NA
2020_7_8_19,2020,7,8,19,14.517
2020_7_8_20,2020,7,8,20,NA
2020_7_8_21,2020,7,8,21,14.517
2020_7_8_22,2020,7,8,22,NA
2020_7_8_23,2020,7,8,23,14.325
2020_7_9_0,2020,7,9,0,NA
2020_7_9_1,2020,7,9,1,14.23
2020_7_9_2,2020,7,9,2,NA
2020_7_9_3,2020,7,9,3,14.134
2020_7_9_4,2020,7,9,4,NA
2020_7_9_5,2020,7,9,5,13.942
2020_7_9_6,2020,7,9,6,NA
2020_7_9_7,2020,7,9,7,13.942
2020_7_9_8,2020,7,9,8,NA
2020_7_9_9,2020,7,9,9,14.134
2020_7_9_10,2020,7,9,10,NA
2020_7_9_11,2020,7,9,11,14.804
2020_7_9_12,2020,7,9,12,NA
2020_7_9_13,2020,7,9,13,15.76
2020_7_9_14,2020,7,9,14,NA
2020_7_9_15,2020,7,9,15,16.903
2020_7_9_16,2020,7,9,16,NA
2020_7_9_17,2020,7,9,17,17.665
2020_7_9_18,2020,7,9,18,NA
2020_7_9_19,2020,7,9,19,17.76
2020_7_9_20,2020,7,9,20,NA
2020_7_9_21,2020,7,9,21,17.379
2020_7_9_22,2020,7,9,22,NA
2020_7_9_23,2020,7,9,23,16.713
2020_7_10_0,2020,7,10,0,NA
2020_7_10_1,2020,7,10,1,15.951
2020_7_10_2,2020,7,10,2,NA
2020_7_10_3,2020,7,10,3,15.664
2020_7_10_4,2020,7,10,4,NA
2020_7_10_5,2020,7,10,5,15.378
2020_7_10_6,2020,7,10,6,NA
2020_7_10_7,2020,7,10,7,15.187
2020_7_10_8,2020,7,10,8,NA
2020_7_10_9,2020,7,10,9,15.378
2020_7_10_10,2020,7,10,10,NA
2020_7_10_11,2020,7,10,11,16.141
2020_7_10_12,2020,7,10,12,NA
2020_7_10_13,2020,7,10,13,17.379
2020_7_10_14,2020,7,10,14,NA
2020_7_10_15,2020,7,10,15,17.95
2020_7_10_16,2020,7,10,16,NA
2020_7_10_17,2020,7,10,17,17.95
2020_7_10_18,2020,7,10,18,NA
2020_7_10_19,2020,7,10,19,17.475
2020_7_10_20,2020,7,10,20,NA
2020_7_10_21,2020,7,10,21,16.999
2020_7_10_22,2020,7,10,22,NA
2020_7_10_23,2020,7,10,23,16.427
2020_7_11_0,2020,7,11,0,NA
2020_7_11_1,2020,7,11,1,16.046
2020_7_11_2,2020,7,11,2,NA
2020_7_11_3,2020,7,11,3,15.664
2020_7_11_4,2020,7,11,4,NA
2020_7_11_5,2020,7,11,5,15.187
2020_7_11_6,2020,7,11,6,NA
2020_7_11_7,2020,7,11,7,14.517
2020_7_11_8,2020,7,11,8,NA
2020_7_11_9,2020,7,11,9,14.421
2020_7_11_10,2020,7,11,10,NA
2020_7_11_11,2020,7,11,11,14.996
2020_7_11_12,2020,7,11,12,NA
2020_7_11_13,2020,7,11,13,15.664
2020_7_11_14,2020,7,11,14,NA
2020_7_11_15,2020,7,11,15,16.523
2020_7_11_16,2020,7,11,16,NA
2020_7_11_17,2020,7,11,17,16.808
2020_7_11_18,2020,7,11,18,NA
2020_7_11_19,2020,7,11,19,16.713
2020_7_11_20,2020,7,11,20,NA
2020_7_11_21,2020,7,11,21,16.237
2020_7_11_22,2020,7,11,22,NA
2020_7_11_23,2020,7,11,23,15.282
2020_7_12_0,2020,7,12,0,NA
2020_7_12_1,2020,7,12,1,14.517
2020_7_12_2,2020,7,12,2,NA
2020_7_12_3,2020,7,12,3,13.654
2020_7_12_4,2020,7,12,4,NA
2020_7_12_5,2020,7,12,5,12.883
2020_7_12_6,2020,7,12,6,NA
2020_7_12_7,2020,7,12,7,12.401
2020_7_12_8,2020,7,12,8,NA
2020_7_12_9,2020,7,12,9,12.69
2020_7_12_10,2020,7,12,10,NA
2020_7_12_11,2020,7,12,11,13.942
2020_7_12_12,2020,7,12,12,NA
2020_7_12_13,2020,7,12,13,15.091
2020_7_12_14,2020,7,12,14,NA
2020_7_12_15,2020,7,12,15,16.141
2020_7_12_16,2020,7,12,16,NA
2020_7_12_17,2020,7,12,17,16.903
2020_7_12_18,2020,7,12,18,NA
2020_7_12_19,2020,7,12,19,16.618
2020_7_12_20,2020,7,12,20,NA
2020_7_12_21,2020,7,12,21,16.237
2020_7_12_22,2020,7,12,22,NA
2020_7_12_23,2020,7,12,23,15.378
2020_7_13_0,2020,7,13,0,NA
2020_7_13_1,2020,7,13,1,14.517
2020_7_13_2,2020,7,13,2,NA
2020_7_13_3,2020,7,13,3,13.654
2020_7_13_4,2020,7,13,4,NA
2020_7_13_5,2020,7,13,5,12.883
2020_7_13_6,2020,7,13,6,NA
2020_7_13_7,2020,7,13,7,12.497
2020_7_13_8,2020,7,13,8,NA
2020_7_13_9,2020,7,13,9,12.883
2020_7_13_10,2020,7,13,10,NA
2020_7_13_11,2020,7,13,11,14.038
2020_7_13_12,2020,7,13,12,NA
2020_7_13_13,2020,7,13,13,15.187
2020_7_13_14,2020,7,13,14,NA
2020_7_13_15,2020,7,13,15,16.713
2020_7_13_16,2020,7,13,16,NA
2020_7_13_17,2020,7,13,17,17.189
2020_7_13_18,2020,7,13,18,NA
2020_7_13_19,2020,7,13,19,17.189
2020_7_13_20,2020,7,13,20,NA
2020_7_13_21,2020,7,13,21,16.903
2020_7_13_22,2020,7,13,22,NA
2020_7_13_23,2020,7,13,23,16.046
2020_7_14_0,2020,7,14,0,NA
2020_7_14_1,2020,7,14,1,15.187
2020_7_14_2,2020,7,14,2,NA
2020_7_14_3,2020,7,14,3,14.325
2020_7_14_4,2020,7,14,4,NA
2020_7_14_5,2020,7,14,5,13.558
2020_7_14_6,2020,7,14,6,NA
2020_7_14_7,2020,7,14,7,13.076
2020_7_14_8,2020,7,14,8,NA
2020_7_14_9,2020,7,14,9,13.269
2020_7_14_10,2020,7,14,10,NA
2020_7_14_11,2020,7,14,11,14.517
2020_7_14_12,2020,7,14,12,NA
2020_7_14_13,2020,7,14,13,15.855
2020_7_14_14,2020,7,14,14,NA
2020_7_14_15,2020,7,14,15,17.094
2020_7_14_16,2020,7,14,16,NA
2020_7_14_17,2020,7,14,17,17.57
2020_7_14_18,2020,7,14,18,NA
2020_7_14_19,2020,7,14,19,17.475
2020_7_14_20,2020,7,14,20,NA
2020_7_14_21,2020,7,14,21,17.094
2020_7_14_22,2020,7,14,22,NA
2020_7_14_23,2020,7,14,23,16.713
2020_7_15_0,2020,7,15,0,NA
2020_7_15_1,2020,7,15,1,16.141
2020_7_15_2,2020,7,15,2,NA
2020_7_15_3,2020,7,15,3,15.664
2020_7_15_4,2020,7,15,4,NA
2020_7_15_5,2020,7,15,5,15.378
2020_7_15_6,2020,7,15,6,NA
2020_7_15_7,2020,7,15,7,15.091
2020_7_15_8,2020,7,15,8,NA
2020_7_15_9,2020,7,15,9,15.091
2020_7_15_10,2020,7,15,10,NA
2020_7_15_11,2020,7,15,11,15.282
2020_7_15_12,2020,7,15,12,NA
2020_7_15_13,2020,7,15,13,15.378
2020_7_15_14,2020,7,15,14,NA
2020_7_15_15,2020,7,15,15,15.76
2020_7_15_16,2020,7,15,16,NA
2020_7_15_17,2020,7,15,17,16.237
2020_7_15_18,2020,7,15,18,NA
2020_7_15_19,2020,7,15,19,16.237
2020_7_15_20,2020,7,15,20,NA
2020_7_15_21,2020,7,15,21,15.951
2020_7_15_22,2020,7,15,22,NA
2020_7_15_23,2020,7,15,23,15.378
2020_7_16_0,2020,7,16,0,NA
2020_7_16_1,2020,7,16,1,15.091
2020_7_16_2,2020,7,16,2,NA
2020_7_16_3,2020,7,16,3,14.709
2020_7_16_4,2020,7,16,4,NA
2020_7_16_5,2020,7,16,5,14.325
2020_7_16_6,2020,7,16,6,NA
2020_7_16_7,2020,7,16,7,14.038
2020_7_16_8,2020,7,16,8,NA
2020_7_16_9,2020,7,16,9,14.134
2020_7_16_10,2020,7,16,10,NA
2020_7_16_11,2020,7,16,11,14.23
2020_7_16_12,2020,7,16,12,NA
2020_7_16_13,2020,7,16,13,14.421
2020_7_16_14,2020,7,16,14,NA
2020_7_16_15,2020,7,16,15,14.9
2020_7_16_16,2020,7,16,16,NA
2020_7_16_17,2020,7,16,17,14.996
2020_7_16_18,2020,7,16,18,NA
2020_7_16_19,2020,7,16,19,15.091
2020_7_16_20,2020,7,16,20,NA
2020_7_16_21,2020,7,16,21,14.996
2020_7_16_22,2020,7,16,22,NA
2020_7_16_23,2020,7,16,23,14.709
2020_7_17_0,2020,7,17,0,NA
2020_7_17_1,2020,7,17,1,14.421
2020_7_17_2,2020,7,17,2,NA
2020_7_17_3,2020,7,17,3,14.325
2020_7_17_4,2020,7,17,4,NA
2020_7_17_5,2020,7,17,5,14.23
2020_7_17_6,2020,7,17,6,NA
2020_7_17_7,2020,7,17,7,13.942
2020_7_17_8,2020,7,17,8,NA
2020_7_17_9,2020,7,17,9,14.038
2020_7_17_10,2020,7,17,10,NA
2020_7_17_11,2020,7,17,11,14.996
2020_7_17_12,2020,7,17,12,NA
2020_7_17_13,2020,7,17,13,15.76
2020_7_17_14,2020,7,17,14,NA
2020_7_17_15,2020,7,17,15,16.523
2020_7_17_16,2020,7,17,16,NA
2020_7_17_17,2020,7,17,17,16.808
2020_7_17_18,2020,7,17,18,NA
2020_7_17_19,2020,7,17,19,16.713
2020_7_17_20,2020,7,17,20,NA
2020_7_17_21,2020,7,17,21,16.332
2020_7_17_22,2020,7,17,22,NA
2020_7_17_23,2020,7,17,23,15.664
2020_7_18_0,2020,7,18,0,NA
2020_7_18_1,2020,7,18,1,15.091
2020_7_18_2,2020,7,18,2,NA
2020_7_18_3,2020,7,18,3,14.421
2020_7_18_4,2020,7,18,4,NA
2020_7_18_5,2020,7,18,5,13.75
2020_7_18_6,2020,7,18,6,NA
2020_7_18_7,2020,7,18,7,13.269
2020_7_18_8,2020,7,18,8,NA
2020_7_18_9,2020,7,18,9,13.365
2020_7_18_10,2020,7,18,10,NA
2020_7_18_11,2020,7,18,11,14.421
2020_7_18_12,2020,7,18,12,NA
2020_7_18_13,2020,7,18,13,15.951
2020_7_18_14,2020,7,18,14,NA
2020_7_18_15,2020,7,18,15,16.903
2020_7_18_16,2020,7,18,16,NA
2020_7_18_17,2020,7,18,17,17.284
2020_7_18_18,2020,7,18,18,NA
2020_7_18_19,2020,7,18,19,17.094
2020_7_18_20,2020,7,18,20,NA
2020_7_18_21,2020,7,18,21,16.808
2020_7_18_22,2020,7,18,22,NA
2020_7_18_23,2020,7,18,23,16.046
2020_7_19_0,2020,7,19,0,NA
2020_7_19_1,2020,7,19,1,15.282
2020_7_19_2,2020,7,19,2,NA
2020_7_19_3,2020,7,19,3,14.517
2020_7_19_4,2020,7,19,4,NA
2020_7_19_5,2020,7,19,5,13.846
2020_7_19_6,2020,7,19,6,NA
2020_7_19_7,2020,7,19,7,13.365
2020_7_19_8,2020,7,19,8,NA
2020_7_19_9,2020,7,19,9,13.461
2020_7_19_10,2020,7,19,10,NA
2020_7_19_11,2020,7,19,11,14.613
2020_7_19_12,2020,7,19,12,NA
2020_7_19_13,2020,7,19,13,16.141
2020_7_19_14,2020,7,19,14,NA
2020_7_19_15,2020,7,19,15,17.379
2020_7_19_16,2020,7,19,16,NA
2020_7_19_17,2020,7,19,17,17.855
2020_7_19_18,2020,7,19,18,NA
2020_7_19_19,2020,7,19,19,17.855
2020_7_19_20,2020,7,19,20,NA
2020_7_19_21,2020,7,19,21,17.379
2020_7_19_22,2020,7,19,22,NA
2020_7_19_23,2020,7,19,23,16.713
2020_7_20_0,2020,7,20,0,NA
2020_7_20_1,2020,7,20,1,16.046
2020_7_20_2,2020,7,20,2,NA
2020_7_20_3,2020,7,20,3,15.378
2020_7_20_4,2020,7,20,4,NA
2020_7_20_5,2020,7,20,5,14.804
2020_7_20_6,2020,7,20,6,NA
2020_7_20_7,2020,7,20,7,14.421
2020_7_20_8,2020,7,20,8,NA
2020_7_20_9,2020,7,20,9,14.709
2020_7_20_10,2020,7,20,10,NA
2020_7_20_11,2020,7,20,11,15.664
2020_7_20_12,2020,7,20,12,NA
2020_7_20_13,2020,7,20,13,16.427
2020_7_20_14,2020,7,20,14,NA
2020_7_20_15,2020,7,20,15,17.855
2020_7_20_16,2020,7,20,16,NA
2020_7_20_17,2020,7,20,17,18.331
2020_7_20_18,2020,7,20,18,NA
2020_7_20_19,2020,7,20,19,18.426
2020_7_20_20,2020,7,20,20,NA
2020_7_20_21,2020,7,20,21,17.855
2020_7_20_22,2020,7,20,22,NA
2020_7_20_23,2020,7,20,23,17.189
2020_7_21_0,2020,7,21,0,NA
2020_7_21_1,2020,7,21,1,16.237
2020_7_21_2,2020,7,21,2,NA
2020_7_21_3,2020,7,21,3,15.473
2020_7_21_4,2020,7,21,4,NA
2020_7_21_5,2020,7,21,5,14.709
2020_7_21_6,2020,7,21,6,NA
2020_7_21_7,2020,7,21,7,14.517
2020_7_21_8,2020,7,21,8,NA
2020_7_21_9,2020,7,21,9,14.709
2020_7_21_10,2020,7,21,10,NA
2020_7_21_11,2020,7,21,11,15.664
2020_7_21_12,2020,7,21,12,NA
2020_7_21_13,2020,7,21,13,16.713
2020_7_21_14,2020,7,21,14,NA
2020_7_21_15,2020,7,21,15,17.665
2020_7_21_16,2020,7,21,16,NA
2020_7_21_17,2020,7,21,17,18.14
2020_7_21_18,2020,7,21,18,NA
2020_7_21_19,2020,7,21,19,18.14
2020_7_21_20,2020,7,21,20,NA
2020_7_21_21,2020,7,21,21,17.475
2020_7_21_22,2020,7,21,22,NA
2020_7_21_23,2020,7,21,23,16.618
2020_7_22_0,2020,7,22,0,NA
2020_7_22_1,2020,7,22,1,15.664
2020_7_22_2,2020,7,22,2,NA
2020_7_22_3,2020,7,22,3,14.804
2020_7_22_4,2020,7,22,4,NA
2020_7_22_5,2020,7,22,5,13.942
2020_7_22_6,2020,7,22,6,NA
2020_7_22_7,2020,7,22,7,13.269
2020_7_22_8,2020,7,22,8,NA
2020_7_22_9,2020,7,22,9,13.365
2020_7_22_10,2020,7,22,10,NA
2020_7_22_11,2020,7,22,11,14.517
2020_7_22_12,2020,7,22,12,NA
2020_7_22_13,2020,7,22,13,15.855
2020_7_22_14,2020,7,22,14,NA
2020_7_22_15,2020,7,22,15,17.094
2020_7_22_16,2020,7,22,16,NA
2020_7_22_17,2020,7,22,17,17.76
2020_7_22_18,2020,7,22,18,NA
2020_7_22_19,2020,7,22,19,17.76
2020_7_22_20,2020,7,22,20,NA
2020_7_22_21,2020,7,22,21,17.189
2020_7_22_22,2020,7,22,22,NA
2020_7_22_23,2020,7,22,23,16.332
2020_7_23_0,2020,7,23,0,NA
2020_7_23_1,2020,7,23,1,15.569
2020_7_23_2,2020,7,23,2,NA
2020_7_23_3,2020,7,23,3,14.804
2020_7_23_4,2020,7,23,4,NA
2020_7_23_5,2020,7,23,5,14.038
2020_7_23_6,2020,7,23,6,NA
2020_7_23_7,2020,7,23,7,13.461
2020_7_23_8,2020,7,23,8,NA
2020_7_23_9,2020,7,23,9,13.75
2020_7_23_10,2020,7,23,10,NA
2020_7_23_11,2020,7,23,11,14.804
2020_7_23_12,2020,7,23,12,NA
2020_7_23_13,2020,7,23,13,16.046
2020_7_23_14,2020,7,23,14,NA
2020_7_23_15,2020,7,23,15,17.379
2020_7_23_16,2020,7,23,16,NA
2020_7_23_17,2020,7,23,17,17.95
2020_7_23_18,2020,7,23,18,NA
2020_7_23_19,2020,7,23,19,18.14
2020_7_23_20,2020,7,23,20,NA
2020_7_23_21,2020,7,23,21,17.665
2020_7_23_22,2020,7,23,22,NA
2020_7_23_23,2020,7,23,23,16.808
2020_7_24_0,2020,7,24,0,NA
2020_7_24_1,2020,7,24,1,16.237
2020_7_24_2,2020,7,24,2,NA
2020_7_24_3,2020,7,24,3,15.664
2020_7_24_4,2020,7,24,4,NA
2020_7_24_5,2020,7,24,5,15.187
2020_7_24_6,2020,7,24,6,NA
2020_7_24_7,2020,7,24,7,14.9
2020_7_24_8,2020,7,24,8,NA
2020_7_24_9,2020,7,24,9,15.091
2020_7_24_10,2020,7,24,10,NA
2020_7_24_11,2020,7,24,11,15.664
2020_7_24_12,2020,7,24,12,NA
2020_7_24_13,2020,7,24,13,17.094
2020_7_24_14,2020,7,24,14,NA
2020_7_24_15,2020,7,24,15,17.475
2020_7_24_16,2020,7,24,16,NA
2020_7_24_17,2020,7,24,17,18.045
2020_7_24_18,2020,7,24,18,NA
2020_7_24_19,2020,7,24,19,17.76
2020_7_24_20,2020,7,24,20,NA
2020_7_24_21,2020,7,24,21,17.475
2020_7_24_22,2020,7,24,22,NA
2020_7_24_23,2020,7,24,23,16.808
2020_7_25_0,2020,7,25,0,NA
2020_7_25_1,2020,7,25,1,16.237
2020_7_25_2,2020,7,25,2,NA
2020_7_25_3,2020,7,25,3,15.855
2020_7_25_4,2020,7,25,4,NA
2020_7_25_5,2020,7,25,5,15.473
2020_7_25_6,2020,7,25,6,NA
2020_7_25_7,2020,7,25,7,15.091
2020_7_25_8,2020,7,25,8,NA
2020_7_25_9,2020,7,25,9,15.187
2020_7_25_10,2020,7,25,10,NA
2020_7_25_11,2020,7,25,11,16.046
